severity,code,apartment_id,name,adapter,verdict,unit_id,field,observed,expected,evidence
critical,CANONICAL_UNIQUENESS_GATE_FAILED,5091,Rise Broadway,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 24, ""id_count"": 48, ""passed"": false, ""unique_id_count"": 24}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,5091,Rise Broadway,entrata,SUCCESS,,units[].unit_id,24,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2132,"source_unit_id,extraction_tier,building_id","2132:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2137,"source_unit_id,extraction_tier,building_id","2137:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1044,"source_unit_id,extraction_tier,building_id","1044:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2034,"source_unit_id,extraction_tier,building_id","2034:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2050,"source_unit_id,extraction_tier,building_id","2050:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2081,"source_unit_id,extraction_tier,building_id","2081:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2104,"source_unit_id,extraction_tier,building_id","2104:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1009,"source_unit_id,extraction_tier,building_id","1009:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1097,"source_unit_id,extraction_tier,building_id","1097:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1108,"source_unit_id,extraction_tier,building_id","1108:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2108,"source_unit_id,extraction_tier,building_id","2108:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2116,"source_unit_id,extraction_tier,building_id","2116:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2073,"source_unit_id,extraction_tier,building_id","2073:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2062,"source_unit_id,extraction_tier,building_id","2062:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2091,"source_unit_id,extraction_tier,building_id","2091:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1121,"source_unit_id,extraction_tier,building_id","1121:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2077,"source_unit_id,extraction_tier,building_id","2077:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1033,"source_unit_id,extraction_tier,building_id","1033:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1073,"source_unit_id,extraction_tier,building_id","1073:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,2061,"source_unit_id,extraction_tier,building_id","2061:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1103,"source_unit_id,extraction_tier,building_id","1103:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1076,"source_unit_id,extraction_tier,building_id","1076:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1038,"source_unit_id,extraction_tier,building_id","1038:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,5091,Rise Broadway,entrata,SUCCESS,1136,"source_unit_id,extraction_tier,building_id","1136:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,FAILURE_VERDICT_WITH_UNITS,12566,High Point Crossing,g5,DEAD_URL,,"_meta.verdict,units","DEAD_URL,7",admitted physical inventory yields SUCCESS,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,26523,Concierge Apartments,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 1, ""id_count"": 54, ""passed"": false, ""unique_id_count"": 53}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,26523,Concierge Apartments,entrata,SUCCESS,,units[].unit_id,1,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,26523,Concierge Apartments,entrata,SUCCESS,D102,"source_unit_id,extraction_tier,building_id","d102:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,27165,,UNATTRIBUTED,FAILED_NO_DATA,,canonical_id_uniqueness,null,passed=true,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,29448,Manor Homes of Fox Crest,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 14, ""id_count"": 26, ""passed"": false, ""unique_id_count"": 12}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,29448,Manor Homes of Fox Crest,entrata,SUCCESS,,units[].unit_id,14,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,9006,"source_unit_id,extraction_tier,building_id","9006:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,9038,"source_unit_id,extraction_tier,building_id","9038:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,3115,"source_unit_id,extraction_tier,building_id","3115:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,8931,"source_unit_id,extraction_tier,building_id","8931:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,9040,"source_unit_id,extraction_tier,building_id","9040:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,2905,"source_unit_id,extraction_tier,building_id","2905:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,3017,"source_unit_id,extraction_tier,building_id","3017:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,8945,"source_unit_id,extraction_tier,building_id","8945:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,2803,"source_unit_id,extraction_tier,building_id","2803:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,9003,"source_unit_id,extraction_tier,building_id","9003:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,3128,"source_unit_id,extraction_tier,building_id","3128:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,29448,Manor Homes of Fox Crest,entrata,SUCCESS,2904,"source_unit_id,extraction_tier,building_id","2904:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,32097,Clemmons Trace Village,UNATTRIBUTED,SUCCESS_PLAN_LEVEL,,canonical_id_uniqueness,null,passed=true,
critical,FAILURE_VERDICT_WITH_UNITS,36168,Bennington Hills,encoreskyline_template,DEAD_URL,,"_meta.verdict,units","DEAD_URL,3",admitted physical inventory yields SUCCESS,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,37065,Pointe Inverness,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 2, ""id_count"": 4, ""passed"": false, ""unique_id_count"": 2}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,37065,Pointe Inverness,entrata,SUCCESS,,units[].unit_id,2,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,37065,Pointe Inverness,entrata,SUCCESS,6789,"source_unit_id,extraction_tier,building_id","6789:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,37065,Pointe Inverness,entrata,SUCCESS,7015,"source_unit_id,extraction_tier,building_id","7015:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,FAILURE_VERDICT_WITH_UNITS,46108,Stratford Mill,realpage_oll,DEAD_URL,,"_meta.verdict,units","DEAD_URL,68",admitted physical inventory yields SUCCESS,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,48052,Summerville Station,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 8, ""id_count"": 16, ""passed"": false, ""unique_id_count"": 8}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,48052,Summerville Station,entrata,SUCCESS,,units[].unit_id,8,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,D16,"source_unit_id,extraction_tier,building_id","d16:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,E05,"source_unit_id,extraction_tier,building_id","e05:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,H12,"source_unit_id,extraction_tier,building_id","h12:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,A17,"source_unit_id,extraction_tier,building_id","a17:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,J03,"source_unit_id,extraction_tier,building_id","j03:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,K19,"source_unit_id,extraction_tier,building_id","k19:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,J05,"source_unit_id,extraction_tier,building_id","j05:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48052,Summerville Station,entrata,SUCCESS,K17,"source_unit_id,extraction_tier,building_id","k17:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,48092,Edgewater Village,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 61, ""id_count"": 108, ""passed"": false, ""unique_id_count"": 47}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,48092,Edgewater Village,entrata,SUCCESS,,units[].unit_id,61,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,5980ecff-114,"source_unit_id,extraction_tier,building_id","114:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,5980ecff-112,"source_unit_id,extraction_tier,building_id","112:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,5980ecff-115,"source_unit_id,extraction_tier,building_id","115:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-117,"source_unit_id,extraction_tier,building_id","117:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-215,"source_unit_id,extraction_tier,building_id","215:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-312,"source_unit_id,extraction_tier,building_id","312:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,315,"source_unit_id,extraction_tier,building_id","315:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-212,"source_unit_id,extraction_tier,building_id","212:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-214,"source_unit_id,extraction_tier,building_id","214:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-314,"source_unit_id,extraction_tier,building_id","314:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,6bee503a-217,"source_unit_id,extraction_tier,building_id","217:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-116,"source_unit_id,extraction_tier,building_id","116:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-113,"source_unit_id,extraction_tier,building_id","113:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-216,"source_unit_id,extraction_tier,building_id","216:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-118,"source_unit_id,extraction_tier,building_id","118:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-111,"source_unit_id,extraction_tier,building_id","111:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-218,"source_unit_id,extraction_tier,building_id","218:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-313,"source_unit_id,extraction_tier,building_id","313:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-318,"source_unit_id,extraction_tier,building_id","318:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,213,"source_unit_id,extraction_tier,building_id","213:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,074b56e3-211,"source_unit_id,extraction_tier,building_id","211:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,317,"source_unit_id,extraction_tier,building_id","317:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,48092,Edgewater Village,entrata,SUCCESS,316,"source_unit_id,extraction_tier,building_id","316:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,52697,,UNATTRIBUTED,FAILED_NO_DATA,,canonical_id_uniqueness,null,passed=true,
critical,CANONICAL_UNIQUENESS_GATE_FAILED,62743,Residences at Falcon North,entrata,SUCCESS,,canonical_id_uniqueness,"{""duplicate_count"": 24, ""id_count"": 48, ""passed"": false, ""unique_id_count"": 24}",passed=true,
critical,DUPLICATE_CANONICAL_UNIT_ID,62743,Residences at Falcon North,entrata,SUCCESS,,units[].unit_id,24,zero duplicates per property,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,364306,"source_unit_id,extraction_tier,building_id","364306:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
critical,ENTRATA_PARALLEL_ROSTER_DUPLICATE,62743,Residences at Falcon North,entrata,SUCCESS,480107,"source_unit_id,extraction_tier,building_id","480107:['TIER_1_DOM_ENTRATA_MODERN', 'TIER_1_DOM_ENTRATA_PP_UNIT_LEVEL']",one coherent Entrata source family per apartment roster,
